skill_id,world_model,initial_latent,initial_target,one_step_gain,gain_target,retention_30d,retention_target,mean_learning_probability_after_heterogeneity,target_learning_probability,mean_30d_retention_factor_after_heterogeneity,target_30d_retention_factor,initial_abs_error,gain_abs_error,retention_abs_error
98,binary_bktf,0.6869539053375859,0.6869539053375859,0.010613478472322626,0.010613478472322616,0.6668522156479163,0.6668522156479176,0.03390388397519573,0.0339038839751957,0.9707379352042679,0.9707379352042699,0.0,1.0408340855860843e-17,1.3322676295501878e-15
98,continuous_latent_trait,0.6869539053375859,0.6869539053375859,0.010613478472322626,0.010613478472322616,0.6668522156479163,0.6668522156479176,0.03390388397519573,0.0339038839751957,0.9707379352042679,0.9707379352042699,0.0,1.0408340855860843e-17,1.3322676295501878e-15
98,four_state_semimarkov,0.6869539053375859,0.6869539053375859,0.010613478472322626,0.010613478472322616,0.6668522156479163,0.6668522156479176,0.03390388397519573,0.0339038839751957,0.9707379352042679,0.9707379352042699,0.0,1.0408340855860843e-17,1.3322676295501878e-15
103,binary_bktf,0.7314391220044799,0.7314391220044799,0.008615325601640677,0.008615325601640663,0.7114527712311044,0.711452771231105,0.03207960022302426,0.0320796002230242,0.9726753052002418,0.9726753052002426,0.0,1.3877787807814457e-17,5.551115123125783e-16
103,continuous_latent_trait,0.7314391220044799,0.7314391220044799,0.008615325601640677,0.008615325601640663,0.7114527712311044,0.711452771231105,0.03207960022302426,0.0320796002230242,0.9726753052002418,0.9726753052002426,0.0,1.3877787807814457e-17,5.551115123125783e-16
103,four_state_semimarkov,0.7314391220044799,0.7314391220044799,0.008615325601640678,0.008615325601640663,0.7114527712311044,0.711452771231105,0.03207960022302426,0.0320796002230242,0.9726753052002418,0.9726753052002426,0.0,1.5612511283791264e-17,5.551115123125783e-16
106,binary_bktf,0.7470802014864242,0.7470802014864242,0.004278785472509593,0.004278785472509583,0.723679067405171,0.723679067405174,0.01691755844206844,0.0169175584420684,0.9686765436499412,0.9686765436499452,0.0,1.0408340855860843e-17,2.9976021664879227e-15
106,continuous_latent_trait,0.7470802014864242,0.7470802014864242,0.004278785472509593,0.004278785472509583,0.723679067405171,0.723679067405174,0.01691755844206844,0.0169175584420684,0.9686765436499412,0.9686765436499452,0.0,1.0408340855860843e-17,2.9976021664879227e-15
106,four_state_semimarkov,0.7470802014864242,0.7470802014864242,0.004278785472509593,0.004278785472509583,0.723679067405171,0.723679067405174,0.01691755844206844,0.0169175584420684,0.9686765436499412,0.9686765436499452,0.0,1.0408340855860843e-17,2.9976021664879227e-15
119,binary_bktf,0.518522778048713,0.518522778048713,0.019417733130837285,0.019417733130837292,0.5005447755380368,0.5005447755380422,0.040329494824579384,0.0403294948245794,0.9653284228354819,0.9653284228354923,0.0,6.938893903907228e-18,5.440092820663267e-15
