analysis_mode,parameter_draw,world_model,policy,simulated_benefit_draw_mean,within_draw_mc_sd,n_mc_replicates,n_orders,within_draw_mc_se
frozen_policy,7,continuous_latent_trait,two_corner_robust_response_information_gain,0.0024240379450559918,0.000324756373906351,3,5,0.00018749817989587852
frozen_policy,7,four_state_semimarkov,balanced_mastery,-0.0033888888888888844,0.002834966849371796,3,5,0.0016367688736284717
frozen_policy,7,four_state_semimarkov,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,7,four_state_semimarkov,interleaved_median_item,0.00030555555555556005,0.004857220665420974,3,5,0.0028043176586942126
frozen_policy,7,four_state_semimarkov,least_mastery_target_item,-0.005083333333333324,0.003995657364912285,3,5,0.0023068938552216187
frozen_policy,7,four_state_semimarkov,maximum_response_information_gain,0.007361111111111109,0.00482278542538016,3,5,0.0027844364635870394
frozen_policy,7,four_state_semimarkov,maximum_skill_uncertainty,0.0011666666666666685,0.0051686824024869,3,5,0.0029841401764314933
frozen_policy,7,four_state_semimarkov,target_success_070,-0.0006666666666666605,0.003955481428768606,3,5,0.0022836982676741205
frozen_policy,7,four_state_semimarkov,two_corner_robust_response_information_gain,0.00866666666666667,0.002322893310794388,3,5,0.001341123078285921
frozen_policy,8,binary_bktf,balanced_mastery,0.009666666666666664,0.0035560980488919744,3,5,0.0020531141657924843
frozen_policy,8,binary_bktf,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,8,binary_bktf,interleaved_median_item,0.003166666666666666,0.004536885862938734,3,5,0.002619372274250286
frozen_policy,8,binary_bktf,least_mastery_target_item,0.003583333333333331,0.004557502971291773,3,5,0.0026312755673078246
frozen_policy,8,binary_bktf,maximum_response_information_gain,0.020416666666666666,0.004303583777891788,3,5,0.0024846752526459306
frozen_policy,8,binary_bktf,maximum_skill_uncertainty,0.011416666666666667,0.003262795325075313,3,5,0.0018837757592428848
frozen_policy,8,binary_bktf,target_success_070,0.0007500000000000007,0.008940777371123835,3,5,0.005161960221982861
frozen_policy,8,binary_bktf,two_corner_robust_response_information_gain,0.017166666666666667,0.006597032161004927,3,5,0.0038087982940088138
frozen_policy,8,continuous_latent_trait,balanced_mastery,-0.005135084316849286,1.8423743857207228e-05,3,5,1.0636953475439308e-05
frozen_policy,8,continuous_latent_trait,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,8,continuous_latent_trait,interleaved_median_item,0.0001850615918407367,7.888257766493647e-06,3,5,4.554287744922263e-06
frozen_policy,8,continuous_latent_trait,least_mastery_target_item,-0.011132525493879225,0.0010456741473055776,3,5,0.0006037202504315076
frozen_policy,8,continuous_latent_trait,maximum_response_information_gain,0.0017705266513766344,0.00020533597229907219,3,5,0.00011855077888118287
frozen_policy,8,continuous_latent_trait,maximum_skill_uncertainty,0.00026833366998023285,7.526052279755408e-05,3,5,4.3451683096519814e-05
frozen_policy,8,continuous_latent_trait,target_success_070,0.0012533661643090784,0.0004134693192459017,3,5,0.00023871662276827267
frozen_policy,8,continuous_latent_trait,two_corner_robust_response_information_gain,0.00156931970849105,0.0003595928068687457,3,5,0.00020761100384432345
frozen_policy,8,four_state_semimarkov,balanced_mastery,0.0018055555555555602,0.0016777409856157173,3,5,0.0009686442096757025
frozen_policy,8,four_state_semimarkov,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,8,four_state_semimarkov,interleaved_median_item,0.001638888888888893,0.003569093151758011,3,5,0.0020606168919303377
frozen_policy,8,four_state_semimarkov,least_mastery_target_item,-0.0022499999999999955,0.004375595197608358,3,5,0.0025262510652040195
frozen_policy,8,four_state_semimarkov,maximum_response_information_gain,0.006805555555555554,0.0024612741355587333,3,5,0.0014210172847142983
frozen_policy,8,four_state_semimarkov,maximum_skill_uncertainty,0.0048888888888888905,0.0055128217551181245,3,5,0.0031828291243118745
frozen_policy,8,four_state_semimarkov,target_success_070,0.0032500000000000033,0.002484675252645931,3,5,0.0014345279259639298
frozen_policy,8,four_state_semimarkov,two_corner_robust_response_information_gain,0.007944444444444443,0.0028871522557960393,3,5,0.0016668981320752787
frozen_policy,9,binary_bktf,balanced_mastery,0.012250000000000002,0.006768493185340445,3,5,0.003907791362564453
frozen_policy,9,binary_bktf,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,9,binary_bktf,interleaved_median_item,0.006583333333333337,0.006104984302464123,3,5,0.0035247143304261014
frozen_policy,9,binary_bktf,least_mastery_target_item,0.008833333333333332,0.0016645820296198486,3,5,0.0009610468828892333
frozen_policy,9,binary_bktf,maximum_response_information_gain,0.015166666666666667,0.002809952550014561,3,5,0.0016223268611609823
frozen_policy,9,binary_bktf,maximum_skill_uncertainty,0.006750000000000002,0.005018714974971184,3,5,0.0028975564417856193
frozen_policy,9,binary_bktf,target_success_070,0.0030000000000000005,0.007660776723022282,3,5,0.004422951503238534
frozen_policy,9,binary_bktf,two_corner_robust_response_information_gain,0.020916666666666667,0.0031258332222518464,3,5,0.001804700652308979
frozen_policy,9,continuous_latent_trait,balanced_mastery,-0.005281938212630375,0.0002588431844241835,3,5,0.0001494431822052023
frozen_policy,9,continuous_latent_trait,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,9,continuous_latent_trait,interleaved_median_item,0.00016186107823856332,4.958635655213064e-06,3,5,2.862869630350539e-06
frozen_policy,9,continuous_latent_trait,least_mastery_target_item,-0.013841264672379219,0.0009574219619598924,3,5,0.0005527678274656035
frozen_policy,9,continuous_latent_trait,maximum_response_information_gain,0.00145229132765016,0.00039306661857443367,3,5,0.00022693711804340524
